dt,sensor,lux,con,spl
2016-07-06 20:00:00,sensor_4,237.375,4137.54875,70.4882500544
2016-07-07 00:00:00,sensor_0,13314.375,2311.30875,70.74545405
2016-07-07 00:00:00,sensor_2,0.0,1494.7925,71.1289366304
2016-07-07 00:00:00,sensor_3,0.0,1629.77,73.5995814402
2016-07-07 00:00:00,sensor_4,0.0,7314.865,69.9802485721
2016-07-07 04:00:00,sensor_0,39378.75,2807.6,80.340362021
2016-07-07 04:00:00,sensor_2,1635.75,3718.23625,71.1182499405
2016-07-07 04:00:00,sensor_3,551.5,1912.08625,78.1906125805
2016-07-07 04:00:00,sensor_4,3642.5,1965.26,70.9686481243
2016-07-07 08:00:00,sensor_0,38091.0,3207.6675,84.3042260866
2016-07-07 08:00:00,sensor_2,12781.75,5965.44375,75.7385066215
2016-07-07 08:00:00,sensor_3,3573.875,1930.9175,80.0082309432
2016-07-07 08:00:00,sensor_4,26159.875,9312.9375,72.3956408001
2016-07-07 12:00:00,sensor_0,6267.5,3703.2,76.7660539633
2016-07-07 12:00:00,sensor_2,11290.125,2817.00875,77.0956498454
2016-07-07 12:00:00,sensor_3,6990.125,1963.7625,81.8196709309
2016-07-07 12:00:00,sensor_4,40255.75,2527.98,75.1797923865
2016-07-07 16:00:00,sensor_2,3916.5,3201.01,77.562569388
2016-07-07 16:00:00,sensor_3,3370.0,2359.89375,78.5926987212
2016-07-07 16:00:00,sensor_4,14136.125,13499.985,75.0799339951
2016-07-07 20:00:00,sensor_2,88.375,7805.96125,73.5564865078
2016-07-07 20:00:00,sensor_3,59.375,2333.66875,79.5018215541
2016-07-07 20:00:00,sensor_4,292.375,10725.07625,70.6497225468
2016-07-08 00:00:00,sensor_2,0.0,3868.5325,72.9990437721
2016-07-08 00:00:00,sensor_3,0.0,1926.615,70.9413568102
2016-07-08 00:00:00,sensor_4,0.0,2595.125,69.8039103841
2016-07-08 04:00:00,sensor_0,20283.5714286,2546.04285714,80.6198643808
2016-07-08 04:00:00,sensor_2,1755.75,2160.08,72.9113122993
2016-07-08 04:00:00,sensor_3,657.0,2187.48125,77.6389938746
2016-07-08 04:00:00,sensor_4,4070.75,9611.72,71.7114610137
2016-07-08 08:00:00,sensor_0,25959.5,2715.86166667,82.0738467512
2016-07-08 08:00:00,sensor_2,11234.625,2249.615,76.942270145
2016-07-08 08:00:00,sensor_3,2075.125,2704.03125,80.5874044924
2016-07-08 08:00:00,sensor_4,15045.75,30462.6575,72.3949106919
2016-07-08 12:00:00,sensor_2,7856.5,2078.94125,76.5442335704
2016-07-08 12:00:00,sensor_3,5822.5,3547.25375,79.3882927826
2016-07-08 12:00:00,sensor_4,36006.875,6300.91,81.5943329943
2016-07-08 16:00:00,sensor_2,2819.375,4234.35125,74.3659283009
2016-07-08 16:00:00,sensor_3,2530.0,2261.71875,78.9039372458
2016-07-08 16:00:00,sensor_4,9701.25,23540.73,80.9369057144
2016-07-08 20:00:00,sensor_2,73.0,9319.34625,73.9978446626
2016-07-08 20:00:00,sensor_3,45.0,2729.37,80.4819635547
2016-07-08 20:00:00,sensor_4,251.625,2837.98375,78.0643761271
2016-07-09 00:00:00,sensor_2,0.0,2853.9675,68.1656117194
2016-07-09 00:00:00,sensor_3,0.0,2648.28125,71.84640775
2016-07-09 00:00:00,sensor_4,0.0,3286.895,75.5477468459
2016-07-09 04:00:00,sensor_0,20956.0,3919.89,87.0642502755
2016-07-09 04:00:00,sensor_2,520.5,5558.5475,69.4686355743
2016-07-09 04:00:00,sensor_3,307.375,2107.53,76.4926188376
2016-07-09 04:00:00,sensor_4,1468.625,2539.60125,71.9868005489
2016-07-09 08:00:00,sensor_0,3215.875,3987.2875,74.5265787744
2016-07-09 08:00:00,sensor_2,8155.625,2044.9,73.0070452917
2016-07-09 08:00:00,sensor_3,4659.125,2554.4075,78.3314939836
2016-07-09 08:00:00,sensor_4,24706.375,2512.8625,74.5856925059
2016-07-09 12:00:00,sensor_0,0.0,3971.27666667,78.4369749923
2016-07-09 12:00:00,sensor_2,10762.75,2202.42625,72.5443304772
2016-07-09 12:00:00,sensor_3,6606.375,2881.86,78.0612507688
2016-07-09 12:00:00,sensor_4,33864.25,3455.08875,75.0843377293
2016-07-09 16:00:00,sensor_2,2876.5,2905.75375,71.9179373471
2016-07-09 16:00:00,sensor_3,1876.875,3460.695,79.5532900057
2016-07-09 16:00:00,sensor_4,9296.875,6980.6575,74.7904080726
2016-07-09 20:00:00,sensor_2,8.875,2170.84375,70.0283276108
2016-07-09 20:00:00,sensor_3,7.125,1904.09,76.8153860958
2016-07-09 20:00:00,sensor_4,28.75,7032.005,72.1133279385
2016-07-10 00:00:00,sensor_2,0.0,1797.79,69.6125012974
2016-07-10 00:00:00,sensor_3,0.0,1656.01875,70.1072313979
2016-07-10 00:00:00,sensor_4,0.0,1687.145,66.2896019424
2016-07-10 04:00:00,sensor_2,1902.75,4825.765,71.4328261099
2016-07-10 04:00:00,sensor_3,743.5,1766.4725,70.7583449206
2016-07-10 04:00:00,sensor_4,3783.375,1909.8325,68.2416319245
2016-07-10 08:00:00,sensor_2,14877.75,2222.9225,73.4768847056
2016-07-10 08:00:00,sensor_3,3677.25,1561.66625,75.2645704097
2016-07-10 08:00:00,sensor_4,37156.5,18395.095,70.3230447955
2016-07-10 12:00:00,sensor_2,9469.625,2111.5425,77.9800778338
2016-07-10 12:00:00,sensor_3,6543.375,1704.435,80.9840862983
2016-07-10 12:00:00,sensor_4,38199.125,7324.75875,75.5498735796
2016-07-10 16:00:00,sensor_2,4462.5,4185.56,75.4588583655
2016-07-10 16:00:00,sensor_3,4040.125,1660.3075,76.9719608461
2016-07-10 16:00:00,sensor_4,15162.25,4852.1325,82.8194609664
2016-07-10 20:00:00,sensor_0,11020.875,2173.72375,75.583624921
2016-07-10 20:00:00,sensor_2,67.125,5429.00625,73.0090347681
2016-07-10 20:00:00,sensor_3,52.0,1393.295,77.0459668762
2016-07-10 20:00:00,sensor_4,238.0,7121.71875,82.0367678282
2016-07-11 00:00:00,sensor_0,31239.5,2542.76875,76.7660539633
2016-07-11 00:00:00,sensor_2,0.0,5074.4125,69.9084955284
2016-07-11 00:00:00,sensor_3,0.0,1592.26375,76.7324689356
2016-07-11 00:00:00,sensor_4,0.0,1739.8725,72.521762134
2016-07-11 04:00:00,sensor_0,2267.75,2820.72375,74.0
2016-07-11 04:00:00,sensor_2,1442.75,4064.5125,72.8967616958
2016-07-11 04:00:00,sensor_3,417.5,1790.52375,76.246167784
2016-07-11 04:00:00,sensor_4,2239.0,2160.75625,72.7796997226
2016-07-11 08:00:00,sensor_0,0.0,2030.015,69.3801574189
2016-07-11 08:00:00,sensor_2,11264.375,1978.58,75.6346674888
2016-07-11 08:00:00,sensor_3,2386.25,2068.68625,79.9519788595
2016-07-11 08:00:00,sensor_4,18965.5,12186.73375,74.6890871418
2016-07-11 12:00:00,sensor_0,517.25,1844.7425,72.4596963142
2016-07-11 12:00:00,sensor_2,4809.125,1822.2825,75.8283922495
2016-07-11 12:00:00,sensor_3,3819.625,1823.415,78.2657933296
2016-07-11 12:00:00,sensor_4,24739.125,17538.6225,73.2686640551
2016-07-11 16:00:00,sensor_0,10537.6666667,1854.35166667,75.8216093869
2016-07-11 16:00:00,sensor_2,2671.66666667,1998.335,76.4262537813
2016-07-11 16:00:00,sensor_3,3664.5,1905.74333333,76.5774758215
2016-07-11 16:00:00,sensor_4,11581.1666667,6097.67,73.6574951607
